Home Team:,ASP,10,,,,,,,,,,,,,,,,,,,,,,,,,
Away Team:,PDX,34,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stadium:,The Ice Castle presented by Yeti,Anchorage AK,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Play:,Ball:,Offense:,Defense:,Kickoff:,Down:,Distance:,LOS:,Passing Yards:,Incomplete:,Rushing Yards:,Kicking Yards:,Punting Yards:,Return Yards:,Sack:,FG:,TD:,Safety:,Interception:,Fumble:,Turnover:,Minor Injury:,Major Injury:,Injured Position:,Penalty:,Penalty Type:,Penalty Yards:,Was Accepted?:
First Quarter:,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ASP,Kickoff,,TRUE,0,0,0,0,FALSE,0,65,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
2,PDX,Max Protect,Cover 3,FALSE,1,10,25,-1,FALSE,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
3,PDX,Max Protect,Cover 3,FALSE,2,11,24,10,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
4,PDX,Max Protect,Cover 1 Mike Dog,FALSE,3,1,34,0,TRUE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
5,PDX,Punt,,FALSE,4,1,34,0,FALSE,0,0,60,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
6,ASP,Power,Cover 1 Mike Dog,FALSE,1,10,14,0,FALSE,6,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
7,ASP,Play Action,Cover 1 Mike Dog,FALSE,2,4,20,0,TRUE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
8,ASP,Flood,Hulk,FALSE,3,4,20,0,TRUE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
9,ASP,Punt,,FALSE,4,4,20,0,FALSE,0,0,50,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,FALSE,,0,FALSE
10,PDX,Flood,Cover 2,FALSE,1,10,70,0,TRUE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
