Home Team:,FAN,27,,,,,,,,,,,,,,,,,,,,,,,,,
Away Team:,PP,13,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stadium:,The Fan Zone,Fargo ND,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Play:,Ball:,Offense:,Defense:,Kickoff:,Down:,Distance:,LOS:,Passing Yards:,Incomplete:,Rushing Yards:,Kicking Yards:,Punting Yards:,Return Yards:,Sack:,FG:,TD:,Safety:,Interception:,Fumble:,Turnover:,Minor Injury:,Major Injury:,Injured Position:,Penalty:,Penalty Type:,Penalty Yards:,Was Accepted?:
First Quarter:,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,PP,Kickoff,,TRUE,0,0,0,0,FALSE,0,65,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
2,FAN,Screen Pass,Cover 4,FALSE,1,10,25,0,TRUE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
3,FAN,Flood,Cover 1 Mike Dog,FALSE,2,10,25,0,TRUE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
4,FAN,Option,Cover 2,FALSE,3,10,25,0,FALSE,10,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
5,FAN,Play Action,Cover 2,FALSE,1,10,35,13,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
6,FAN,Play Action,Cover 1 Mike Dog,FALSE,1,10,48,0,TRUE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
7,FAN,Flood,Cover 2,FALSE,2,10,48,5,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
8,FAN,Power,Cover 3,FALSE,3,5,53,0,FALSE,6,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
9,FAN,Option,Cover 3,FALSE,1,10,59,0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
10,FAN,Screen Pass,Cover 2,FALSE,2,10,59,15,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
11,FAN,Flood,Cover 2,FALSE,1,10,74,0,TRUE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
12,FAN,Power,Cover 3,FALSE,2,10,74,0,FALSE,16,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
13,FAN,Option,Cover 2,FALSE,1,10,90,0,FALSE,6,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
14,FAN,Flood,Cover 3,FALSE,2,4,96,0,TRUE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
15,FAN,Power,Cover 3,FALSE,3,4,96,0,FALSE,4,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
16,FAN,Field Goal,,FALSE,0,0,85,0,FALSE,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
17,FAN,Kickoff,,TRUE,0,0,0,0,FALSE,0,45,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
18,PP,Play Action,Cover 3,FALSE,1,10,45,0,TRUE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
19,PP,Draw,Cover 0 Bullets,FALSE,2,10,45,0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
20,PP,Draw,Cover 2,FALSE,3,10,45,0,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
21,PP,Punt,,FALSE,4,10,45,0,FALSE,0,0,50,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
22,FAN,Play Action,Cover 3,FALSE,1,10,23,0,TRUE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
23,FAN,Play Action,Cover 4,FALSE,2,10,23,10,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
24,FAN,Option,Cover 1 Mike Dog,FALSE,1,10,33,0,FALSE,13,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
25,FAN,Play Action,Cover 3,FALSE,1,10,46,0,TRUE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
26,FAN,Flood,Cover 2,FALSE,2,10,46,13,FALSE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
27,FAN,Option,Cover 1 Mike Dog,FALSE,1,10,59,0,FALSE,-3,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
28,FAN,Option,Cover 3,FALSE,2,13,56,0,FALSE,12,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
29,FAN,Option,Cover 2,FALSE,3,1,68,0,FALSE,10,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,0,FALSE
30,FAN,Draw,Cover 3,FALSE,1,10,78,0,FALSE,-3,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
31,FAN,Power,Cover 2,FALSE,2,13,75,0,FALSE,6,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
32,FAN,Power,Cover 2,FALSE,3,7,81,0,FALSE,7,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,0,FALSE
33,FAN,Flood,Cover 3,FALSE,1,10,88,0,TRUE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
34,FAN,Flood,Cover 2,FALSE,2,10,88,-2,FALSE,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
35,FAN,Play Action,Cover 2,FALSE,3,12,86,0,TRUE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Second Quarter:,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,FAN,Field Goal,,FALSE,4,12,86,0,FALSE,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
2,FAN,Kickoff,,TRUE,0,0,0,0,FALSE,0,65,0,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
3,PP,Draw,Cover 3,FALSE,1,10,25,0,FALSE,5,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,0,FALSE
